k1,b,query_id,ap,precision_at_10,ndcg_at_10
0.5,0.75,8,0.14483345493013436,0.1,0.2669507571941387
0.5,0.75,9,0.6388888888888888,0.3,0.7328286204777912
0.5,0.75,10,0.13880606150289557,0.1,0.1323000828051301
0.5,0.75,11,0.15176852174113645,0.1,0.10753371616511083
0.5,0.75,12,0.2515419881471542,0.2,0.2824250218253186
0.5,0.75,13,0.0,0.0,0.0
0.5,0.75,14,0.6,0.2,0.9261779069332854
0.5,0.75,15,1.0,0.2,0.8597186998521972
0.5,0.75,16,0.1918181818181818,0.1,0.23981246656813146
0.5,0.75,17,0.09027777777777778,0.1,0.2507406824493034
0.5,0.75,18,0.3573800401386608,0.1,0.4692787260227565
0.5,0.75,19,0.04619189604806981,0.1,0.12890103087620167
0.5,0.75,20,0.48361467236467237,0.4,0.4579766441086708
0.5,0.75,21,0.04410284185038868,0.0,0.0
0.5,0.75,22,0.0,0.0,0.0
0.5,0.75,23,0.199828469409697,0.4,0.30632042813405114
0.5,0.75,24,0.3546099290780142,0.2,0.540460348067574
0.5,0.75,25,0.6709488305232987,0.6,0.7501558157323049
0.5,0.75,26,0.19977598566308244,0.2,0.36781736530341685
0.5,0.75,27,0.2804232804232804,0.2,0.4298593499260986
0.5,0.75,28,0.004302050689977459,0.0,0.0
0.5,0.75,29,0.4579715638173983,0.4,0.4637809759244366
0.5,0.75,30,0.15104595197762902,0.2,0.28711921066221846
0.5,0.75,31,0.0009174311926605505,0.0,0.0
0.5,0.75,32,0.08151244709725337,0.2,0.10228514408483456
0.5,0.75,33,0.6388888888888888,0.3,0.6625135428332626
0.5,0.75,34,0.22799339456441323,0.2,0.18608410936518321
0.5,0.75,35,0.03299962921764924,0.0,0.0
0.5,0.75,36,0.5026178010471204,0.1,0.46927872602275644
0.5,0.75,37,0.0621739141629895,0.0,0.0
0.5,0.75,38,0.06123448389661653,0.1,0.0880609388103032
0.5,0.75,39,0.1213551717218413,0.2,0.1956855203162666
0.5,0.75,40,0.1035625884986896,0.2,0.12367409491558115
0.5,0.75,41,0.7916666666666666,0.3,0.8916873528495691
0.5,0.75,42,0.13395942835144287,0.2,0.24241379283782283
0.5,0.75,43,0.5098595848595848,0.4,0.777490186493122
0.5,0.75,44,0.0,0.0,0.0
0.5,0.75,45,0.20328583968340744,0.2,0.33876780622615427
0.5,0.75,46,0.4007309715093691,0.5,0.5574825989318319
0.5,0.75,47,0.3916328890598983,0.5,0.4326404490674409
0.5,0.75,48,0.25529168231731386,0.3,0.40164992669943544
0.5,0.75,49,0.08290816326530612,0.1,0.23981246656813146
0.5,0.75,50,0.05799389175678927,0.1,0.19676000841063562
0.5,0.75,51,0.46207897831378003,0.6,0.4703481438971982
0.5,0.75,52,0.4026315789473684,0.3,0.41915791953175885
0.5,0.75,53,0.31463055333799017,0.3,0.3134499544708128
0.5,0.75,54,0.15486389399432876,0.1,0.21285246057565374
0.5,0.75,55,0.1968501998759254,0.3,0.21513634598527634
0.5,0.75,56,0.13417114299604568,0.2,0.18302656388775357
0.5,0.75,57,0.0664689041738883,0.1,0.13184450602305003
0.5,0.75,58,0.1146597493058798,0.0,0.0
0.5,0.75,59,0.2259328162666387,0.2,0.32242451843821146
